"FirstName","LastName","Subject1","Subject2","Subject3","Subject4","Subject5","AverageMarks"
"McXordgTNt","eJNiB","60","71","5","41","14","38"
"BHmrcUHt1G","WYb0k","43","30","13","52","90","45"
"GDSpdIDFbu","ZTSVB","95","51","4","49","79","55"
"0E4oZIaabE","La0qv","59","74","92","11","66","60"
"hWMKOBHRrz","k61YJ","79","65","29","50","94","63"
"78TR3qkooe","URHWv","9","46","9","87","19","34"
"LtToQMk4be","3VqcT","39","27","26","21","35","29"
"x5skx7q4Zb","iIt45","71","69","0","72","89","60"
"1eYBoBSdLD","2qb6y","99","8","81","89","94","74"
"B8EeXcUOSP","azzGj","71","21","25","41","17","35"
"vSQj7MI9CH","42dB1","53","70","67","26","41","51"
"9z8jjL4MSo","Riccv","19","0","35","84","78","43"
"LimSU9OICN","50JoC","92","31","75","41","10","49"
"RklQJGb3IL","NZNYl","70","29","89","52","17","51"
"LETDVHgRsf","1ooYx","71","85","23","86","56","64"
"dbNWoIBBaf","M5OQf","33","97","49","53","20","50"
"Jl3ovXZtUQ","Rngon","13","66","97","49","20","49"
"OpWXeeM6UZ","YPQaS","11","8","93","65","7","36"
"hlkKFIbb3G","9RQmt","81","51","48","25","33","47"
"aTdNNnlA6S","sKtZ8","43","70","6","68","30","43"
"eP4VSJXKzS","XPQdC","36","45","62","36","15","38"
"xhDmSxukGe","77sRq","63","26","64","14","24","38"
"IOzWyZxm93","jhQKB","13","63","68","82","58","56"
"5E6LBB0tWK","gOtQI","18","53","89","81","26","53"
"9KrxlqFQGl","z9xWT","40","43","46","40","8","35"
"STTPXEnsP3","iIztJ","95","45","63","73","78","70"
"nQOEcejkQy","4Hksv","98","31","79","24","82","62"
"2C49aur5bi","bYUCt","52","66","38","82","64","60"
"VDjGIpQ4oR","aAQPj","4","15","20","97","63","39"
"hrmIdCgUvt","HjvJN","69","51","45","10","57","46"
"48oRdWVx6Y","uk63Q","55","23","96","63","1","47"
"TUPzEhJdqe","Bu9Ys","37","68","15","11","77","41"
"zGDiYLdP2u","YWAci","64","90","61","29","81","65"
"aiMz5TGUJD","jEmXu","67","93","63","21","70","62"
"RcrKTrx61i","0KNK9","78","67","73","78","32","65"
"RhyKyZDOjZ","GOA7o","90","42","95","65","80","74"
"7pTOSpKBXV","KZqdC","69","44","58","90","22","56"
"i4tV88zmfN","NbChe","70","79","31","72","63","63"
"MsasWMVeTa","DLP8O","28","74","73","36","26","47"
"ymkWMY8QXb","7RYzo","62","72","72","38","66","62"
"2Ei6msueyR","eVVfy","98","46","100","2","85","66"
"WAi0iVkmrE","sSVN0","71","87","29","7","71","53"
"FAKaA270SV","op3NW","32","43","20","28","81","40"
"BRXyEpykC2","gY8ih","7","41","15","67","74","40"
"7P8oNlQ63x","34l7g","80","75","60","64","6","57"
"V0YBlKvigJ","pvinF","47","30","65","80","55","55"
"JGz9jXAnzY","eQrWV","99","78","94","91","95","91"
"Yhx2mzy6VL","Bgg1d","28","32","14","0","53","25"
"oPyd798qDo","hSS0a","79","5","55","44","36","43"
"uODUY2YUhc","S6hJE","54","35","77","39","60","53"
"j0gjcI9K0F","X3k3d","18","84","2","49","16","33"
"RJFao0UEa8","OHAs8","78","46","88","75","87","74"
"p2jZIMGCWR","lRBfK","74","76","11","43","26","46"
"7RaGatCGYV","DVuUG","93","78","3","40","69","56"
"up3DUQypKi","CJRzO","97","85","11","51","43","57"
"22sCxF4QdM","4ByPy","53","17","84","17","26","39"
"CRoXmfiJg9","J4SG7","3","9","93","49","88","48"
"SsA3n8AhNB","Nrm4b","92","31","83","19","77","60"
"JdK08PHPlM","7QWpE","70","7","36","13","100","45"
"35UQEQsExM","SMtsS","28","57","36","53","78","50"
"2DaFIU0W1q","OmGWg","16","37","45","51","74","44"
"8o4RL7dqNo","n16Qt","59","75","22","83","50","57"
"jX97TnqNQm","cqlR1","51","96","94","60","77","75"
"Nuhi6XGIMY","biJAq","90","83","18","42","95","65"
"cNxOYMu9MU","OiYnZ","75","58","4","58","21","43"
"AZdBe19CTE","yvOOL","52","3","0","63","20","27"
"dAjL3ugeEc","zZpXU","58","92","32","83","56","64"
"MpPWbmhZsA","6Gb3P","4","87","47","15","31","36"
"dFNx3EFxN4","CPkTd","67","5","13","62","24","34"
"v9XSJJpmxV","nzWDV","20","12","40","90","56","43"
"gnOVThl3zI","pcMlW","70","43","100","81","78","74"
"0Lt7KOD7mv","LLxuX","98","83","87","46","100","82"
"6if9XyMlUg","Lnzcv","78","54","1","18","64","43"
"GtyAf9Cohg","xQSe3","66","77","1","30","67","48"
"Ys7xPAxy4P","9bOSM","74","77","98","28","7","56"
"opSB65c5MX","R3vkz","57","92","8","18","82","51"
"l3KoHPXy51","obniC","64","29","84","69","68","62"
"bjjkYl2eIL","jYRMT","69","0","68","44","93","54"
"LY128fKSMj","x31iP","32","0","81","25","42","36"
"S5kdh90mEK","pPh1c","45","8","41","28","55","35"
"GaIWdz5OdW","iEnhe","86","64","15","73","32","54"
"4KzRhu0J5g","AtRzP","39","71","32","99","18","51"
"AL1rShh89H","WbeTm","39","79","40","70","14","48"
"YYhxezvtyW","6syzW","49","13","81","85","65","58"
"58nE9I7dAk","WUN9Y","46","44","65","88","66","61"
"VO0AOaX7tz","he9IW","31","73","86","11","75","55"
"dUPhPDvsre","2yEbe","6","18","16","12","40","18"
"45yZxtC4tc","KJPOm","28","50","98","44","13","46"
"Z1oQpxTnCi","uPKjq","87","14","42","64","1","41"
"6tx6pIURFt","x1xVB","82","17","6","45","71","44"
"PEL0BLzIUI","EQHBD","34","43","18","41","55","38"
"ivZi1F4jAo","yiHgn","0","60","92","43","97","58"
"LzxtyJ7mnE","4P8Np","88","69","50","76","28","62"
"5NyXeJB3qC","xLgR4","12","21","43","34","5","23"
"69pqJ8hd1a","ZPQcH","1","79","60","41","3","36"
"Ubfd1j4TvU","r6MLe","26","83","50","66","54","55"
"hhUq9S6Td9","If5em","31","0","93","75","95","58"
"lTrbuB3OJZ","0BVCG","60","5","14","62","12","30"
"RF7r57d6gp","8f8j8","60","14","2","86","18","36"
"nCGBpUlc2i","305pp","40","3","55","4","74","35"
"1lgkSzzk9U","Ny7IW","63","38","95","81","21","59"
"taQfCqMT3e","oLEYW","63","46","85","65","87","69"
"6BBN51YFOy","P0EgB","33","87","22","3","38","36"
"XffIeJbmYK","TiVzN","68","81","94","63","99","81"
"RoPQtPa9tK","Z6G8I","15","34","87","87","0","44"
"GjQKQGluPL","Bkpym","79","44","67","96","42","65"
"uWzhfytgH8","o6K35","21","32","70","73","33","45"
"ZJ2Xgo6est","cv91u","99","5","14","50","0","33"
"Le4tBi7YcK","MMyF3","36","52","5","14","96","40"
"Av3pqoKm2t","tJRN7","68","42","100","10","51","54"
"yyqRHjGuVE","iDi4f","21","70","73","3","59","45"
"FDlX3eveHm","U12gb","37","53","88","12","50","48"
"0k6zuJx9t5","v6Bud","77","0","54","69","22","44"
"xmL0a9WTNq","22WYq","89","63","52","11","16","46"
"QNZeUO3z8i","zvxMz","36","50","15","36","16","30"
"xjsGRAXjRo","h0rV0","17","63","13","59","45","39"
"gi83s0T12J","YcmWx","80","58","73","54","43","61"
"YcItrspy85","7c6RN","72","0","98","14","22","41"
"dfbllqI5ac","Nu0sn","12","23","69","23","50","35"
"qeaghQhHu7","LaJeS","94","6","33","29","55","43"
"lenolLbxyt","ul1CJ","28","55","78","84","36","56"
"x25UP4HtMp","V1ztT","10","25","25","80","21","32"
"3tOkpVcf73","iM7U2","64","89","98","44","43","67"
"cbNRADtGbj","mQLOB","87","89","89","47","8","64"
"DP2bzrfHZ3","Am6Zy","6","48","10","58","77","39"
"1O8P0vZl8H","5QMCu","16","44","10","56","98","44"
"fXrqlWU5p0","FLP8F","21","59","11","91","54","47"
"Q72WHsrcFi","oRMi6","21","33","82","23","99","51"
"kvPSmOEi2j","8rIfl","4","37","48","26","92","41"
"fmYljIQ8h9","qidcU","97","75","25","93","66","71"
"xebij3dje5","oEO68","69","0","2","90","51","42"
"lYmT3OmH3H","GJpuI","4","6","90","40","35","35"
"mmyoB6Pvhy","90qb0","42","91","30","20","33","43"
"MI2ADUKt6e","uBnIn","6","80","15","73","53","45"
"lZBfuIeh5U","69SrH","7","96","20","95","84","60"
"80bS4s3mOH","0Lubr","3","21","69","84","13","38"
"2X7KyxXKz3","ZQKER","40","8","48","82","23","40"
"i2GRUiUWyK","tWOg7","7","3","6","1","5","4"
"ayC4pOcpHM","GNTcI","2","73","36","10","59","36"
"53q4niVYCP","hfVul","64","79","24","66","33","53"
"k4LmtqNmaG","5r5U1","7","85","41","43","9","37"
"dXqmTnZySE","6lIIo","9","81","87","20","84","56"
"i9sB9aCOX8","2BMz6","66","65","40","3","54","45"
"1ndfHxS4Xh","LMv6R","23","95","66","86","25","59"
"9gBLbNhG9B","psvFu","75","20","66","16","100","55"
"EvuqGQSyaJ","YLoA2","18","43","8","81","85","47"
"3JHOWBVfit","ZlczY","11","41","36","26","21","27"
"8xGvD5OBMF","YxMLa","67","55","25","81","33","52"
"VlpJ9mlQq7","cpYRT","40","31","69","31","10","36"
"FrLgp3slOR","FzgQ3","66","94","74","39","53","65"
"CrdWASXu7B","q1iSS","50","49","66","31","47","48"
"ABSCVKc0Li","OKILM","84","71","66","22","8","50"
"jLONRgjT1L","sA1eQ","75","3","28","82","86","54"
"7c7uIkBC1a","qcNIO","47","86","38","15","11","39"
"aHfS9j2Xzb","JYYta","67","45","22","9","97","48"
"2B2gId3JD0","kbyLL","57","47","48","4","56","42"
"oIymC4uR6h","N0uF1","28","43","5","19","33","25"
"rejZlFQBLS","FpR6a","36","67","97","63","85","69"
"AVzGFkzxnN","Fjky7","19","35","2","7","0","12"
"AkO7aZ4e9q","BDrsx","60","54","90","64","86","70"
"Dlf5zmmSg4","UTi60","93","83","61","55","36","65"
"g04pAauzjW","Prhdd","14","26","86","16","49","38"
"BWtiYoAY9i","gWM1b","30","94","51","74","49","59"
"p8MJigdl8P","fzfJ8","84","25","86","0","25","44"
"BLjOdW3qpk","DUfCo","78","70","81","15","73","63"
"QfOkQ9uFom","gXxI2","69","8","74","40","65","51"
"pUaAE7DmFC","mL3vP","5","1","35","85","13","27"
"XjZ4Zusc7n","iM2v2","72","42","16","37","36","40"
"oMhPbhlI1O","sWbH9","37","19","71","99","16","48"
"o3vUZOqAZm","zRI3U","16","31","63","59","41","42"
"OUFk3QD3uQ","XDZXG","31","63","15","95","75","55"
"HqRgb5Un3Z","qbUeB","87","51","16","65","88","61"
"OH9PjRVP0g","yTRP1","2","49","59","82","49","48"
"h7kYWrAOBd","xLKxJ","89","67","75","90","80","80"
"JkiBo65PSI","lslu6","12","30","43","70","88","48"
"ydZFuH2RKB","EyqWL","83","67","40","37","36","52"
"b2pVbtfnPk","oIll8","78","74","62","42","43","59"
"ULf0RDWMjW","WALhO","38","32","63","49","54","47"
"hvOi2NftIF","86e5g","78","19","58","48","45","49"
"Ulr9LJxX80","lrnWK","9","17","73","48","65","42"
"YP1uXHBPpm","XA6tQ","36","87","64","22","66","55"
"KhsiGujrhB","QzK5M","19","36","93","73","68","57"
"isMMH6GASS","Qezqu","34","33","16","77","84","48"
"7TO04lX8xe","T7ciM","23","57","53","56","25","42"
"6bO6vcL99y","kpxKu","75","97","62","0","50","56"
"QYX3obyORt","Cuo8Y","79","44","53","5","48","45"
"iQOOZaJEK9","x9eF5","88","65","10","80","86","65"
"PAOIPKdWyg","oByFM","33","31","33","98","36","46"
"Zo8f16VmMT","VogrL","75","58","21","16","87","51"
"vqEIpuvRm1","DndAX","24","89","45","98","12","53"
"YN6zQDlFPM","ZDj9E","4","20","21","4","16","13"
"zMJrcSUAYu","7BMZg","42","19","51","42","94","49"
"jeV9Mr8iiI","fMZDC","24","47","91","1","85","49"
"DAK6Jxyvso","ujK6s","6","8","86","79","78","51"
"5hGZbEZNO4","SqSfy","50","10","64","96","72","58"
"lekECz9Nyo","cUuE3","40","8","44","34","33","31"
"tMMous5iOS","aQP3Z","39","39","36","60","46","44"
"04O1nzqX1V","fKcdq","73","28","0","42","41","36"
"VbWcA0IuD0","ycQab","63","76","70","46","56","62"
"sCA1FWBin3","KjTtc","79","59","67","83","100","77"
"QqByK3m6qu","MckHa","44","28","36","53","22","36"
"hfSssWSVKg","MY4yC","40","63","33","92","4","46"
"7O4c6Lk1YA","JPvDi","6","69","54","79","57","53"
"9HSM2hVytP","naf5P","0","100","62","39","73","54"
"CGkJ39YB0r","DYcbE","65","53","88","41","73","64"
"4ujeAlIsbf","j9fU6","34","73","30","10","64","42"
"5jHCbHWYLa","U8fQV","55","72","27","10","71","47"
"Ln8gUjg7SR","esh7a","59","12","25","12","5","22"
"zI99Y7vXZh","NxpQT","69","56","74","23","10","46"
"zlOvLOhyCE","hk4ky","55","33","56","96","49","57"
"KrbRHtkB8F","Bdx7z","59","80","84","34","14","54"
"vAkRgFmdRM","ipyWn","82","42","26","80","6","47"
"iULuR6vx66","453Cx","18","54","52","37","50","42"
"jN3qRdLffr","31PYd","99","62","80","3","30","54"
"VgvfTMQSkv","hYmO6","48","3","42","87","87","53"
"PvTcL0A3L9","aQH0F","26","8","25","41","45","29"
"un4nIyoYcE","9QGBq","80","47","95","56","38","63"
"DktPuKINfb","30mPQ","12","53","87","67","62","56"
"Z7GxON5r8H","ik81C","5","54","60","49","19","37"
"obtLsgueTh","iNTWd","86","31","46","54","99","63"
"z58ACtCnOq","YQsvd","34","28","49","42","94","49"
"VjQZfsiY9F","YuYmd","10","83","72","25","11","40"
"izrooT8sfx","gHAva","83","42","97","13","76","62"
"FgTFdxGW3E","v226p","83","59","46","18","13","43"
"l9upc2syYa","NACLE","56","38","65","3","24","37"
"Q6KuJ52J7R","7yl7z","13","6","46","18","13","19"
"FF1m2HDXai","AZprv","95","49","59","92","41","67"
"YY1TPZKi8E","4S0UJ","11","20","30","55","25","28"
"fOxRSL4cL2","KjIkq","82","19","17","5","56","35"
"pi26yR4Vy8","VS8YQ","49","33","32","3","11","25"
"NbOGTc7qUY","r21dB","39","25","87","90","63","60"
"ou4MLBDoj7","2JVH4","69","68","81","11","78","61"
"jnoNY7XqZt","XVrpY","53","20","16","86","38","42"
"LVcHqvW9rD","EQavu","82","97","78","33","23","62"
"J74DEnEVqr","VtIga","12","59","22","24","72","37"
"5pVMTNpto2","d4kgP","39","50","21","74","5","37"
"R04YDTSXKG","8G3Pv","53","86","7","17","61","44"
"ZJtoarZ6jY","c1rau","7","96","42","48","98","58"
"86TL2Mn5O5","u04Z2","36","64","26","3","66","39"
"6zCICTZXG6","dcl2a","61","72","92","12","20","51"
"0qJdEBeQ1z","Opf4a","4","9","51","83","44","38"
"yhbyuV6GJb","dKZfA","67","39","14","37","97","50"
"PfOCOErV1M","Ie3oz","89","43","70","47","72","64"
"a2111DtpYo","hiTPa","46","93","70","15","53","55"
"Jtmd3UHNaE","UMTmm","77","73","6","97","52","61"
"SoAYcykGlZ","5f2MR","23","49","6","19","60","31"
"TQSkp6XCG6","kKXbI","49","75","75","83","59","68"
"FxFKtdBxbX","9gEhe","93","99","93","73","2","72"
"QyRBL9sZxe","aL69g","46","35","80","36","64","52"
"qc28RFBmJ4","pXyqH","74","80","64","82","3","60"
"amoKaG7K9e","zQ8ij","33","69","38","65","46","50"
"rNMocIvX2v","K0mQi","37","27","30","42","48","36"
"tP3GGDFDLu","Kf7As","62","21","87","19","79","53"
"1sJyP6mxvY","peI3L","11","94","63","37","96","60"
"qt0o9ZEQLS","GuL21","58","43","92","80","53","65"
"8ziynON5k1","PkJAg","6","57","56","62","55","47"
"xFpk5ctMtZ","C2CDK","73","55","79","93","75","75"
"ANBY1TynuV","EeWjA","20","42","22","57","70","42"
"EkuXxS3dqT","V3cHm","88","81","53","75","43","68"
"aypj5YUUlr","tmuhi","9","45","75","48","47","44"
"BtIIzDm3yV","nGL4a","57","92","76","66","99","78"
"6UUYPb75U8","GkR4b","35","14","1","1","14","13"
"cKZIKvx6gZ","GZxyu","15","0","13","71","12","22"
"cJKCTYHzSe","FFuBl","26","46","42","45","88","49"
"PObUW5XIxY","HXI21","10","97","75","58","22","52"
"9UZoMf81Ma","eGDK9","16","91","13","34","99","50"
"7QOhU6vcE5","VpuC4","17","3","14","92","75","40"
"nYelfLp7da","pHCmu","39","66","42","50","4","40"
"m5TAWA7l3T","67Qyk","42","19","55","92","9","43"
"zuDTsJpzlL","78znO","1","55","18","44","75","38"
"8rIyfsSneQ","ZUMCR","47","42","60","89","88","65"
"WPL8uSQ2WP","i4F3B","59","98","60","96","36","69"
"CqnCUpKadn","ACxA6","23","19","60","90","67","51"
"AeDz9MEUEG","IuKSU","68","24","48","30","17","37"
"ZYQJIaLSzI","xMJFo","10","60","17","80","72","47"
"GzbfITPMCo","ncskB","93","96","5","9","25","45"
"36zr1FxQN6","oOu67","46","88","82","30","0","49"
"dS2IBE8a87","c86Lo","75","27","91","9","41","48"
"n83GzN8Fud","WManr","68","55","60","76","80","67"
"LCoYcI1aeh","xFBKk","13","32","44","26","22","27"
"6a4IOFAPGP","LaNFz","36","11","19","1","51","23"
"9vttD4XynZ","pOz9G","9","0","18","90","48","33"
"a0Xngr3eaR","PjVut","21","15","90","28","53","41"
"m0F4KLYVFN","dVnyT","62","94","66","79","44","69"
"hEEs1o8sYD","NclR5","79","39","36","11","38","40"
"MZhQW5OQ2M","mTvmR","21","42","76","51","66","51"
"h2cC9ymE00","3YmWU","31","78","7","65","25","41"
"IjWTxZoRHJ","DWDDt","54","52","67","44","43","52"
"sS0ER6Umqi","88buL","90","97","95","0","88","74"
"O2ziBId0zu","kRmzE","56","74","3","5","2","28"
"YnIOBRjT0D","IFvzo","18","55","60","40","24","39"
"RFCsTUWihe","fXzGR","25","81","73","68","25","54"
"EyTfvCzDtP","6b9Et","4","94","95","11","66","54"
"WHc5LZq3xV","Tax7b","77","65","35","61","0","47"
"AaY6QOGBi4","L0k8X","95","88","37","81","9","62"
"Xb5aCdTbgh","Pbugg","72","48","66","36","87","61"
"vLuE5W0qv5","jEd8f","16","82","72","53","86","61"
"dqKW7UJWs6","9ln4v","88","64","14","56","4","45"
"G4kDm3E4Ri","Dlz85","76","73","48","46","7","50"
"htQtcHAncz","QRGkW","37","55","66","41","93","58"
"HN1BVHFh0u","SyCdR","25","9","25","28","38","25"
"qB9qDMpWj7","ayJdW","39","95","93","16","26","53"
"TOsRX9cynC","m5HJC","24","6","34","73","98","47"
"zCohBCIDWX","8ZZu6","87","41","2","77","74","56"
"NWJu4DtQJ4","858Au","42","19","85","62","85","58"
"5CGUQn8PD1","y98k3","49","54","51","65","32","50"
"V2AmaQnUDC","PvpzJ","79","2","80","50","81","58"
"k1DjRieI3o","ksHNA","36","48","48","39","78","49"
"222hp67gFh","WLztQ","99","55","12","76","74","63"
"yheWzyZF4d","76V2L","87","76","99","62","14","67"
"n53xI51AEz","lZpNB","7","36","53","67","2","33"
"o730klin6u","g52hO","66","42","43","57","18","45"
"O4bAPAL5jl","s0bhR","14","97","54","82","27","54"
"G6bpcBRoQO","R7VKN","86","2","93","97","95","74"
"F5JE1UgUyl","BLrNd","53","55","32","96","62","59"
"oJuzQVHmQg","aI02x","83","97","77","20","99","75"
"JtRoU88Pzn","sTk4g","73","15","5","10","38","28"
"KAA1kcE1pz","TzRfh","19","20","39","8","7","18"
"NXx0QXDBcl","LYNhT","1","17","81","46","69","42"
"t1HAdNl84O","YrQYW","78","39","66","46","19","49"
"DqpeYY7WPU","f79MJ","52","54","46","56","49","51"
"HuGCY6Gv9I","NkDxY","96","94","13","64","21","57"
"fQUs3MTOuf","Wn74S","31","97","96","57","100","76"
"ZBiA1iqRC2","gXJ5o","22","45","85","35","64","50"
"0Y8GnVyzSm","1Yjdt","58","20","84","75","43","56"
"Hg2N68Zlbq","Pq45e","26","72","60","57","30","49"
"FjtPpYpapM","YdA1G","5","14","9","55","84","33"
"qVLkqbhYTl","uGjDz","65","11","94","72","75","63"
"z4YgeWHx4K","PO1I0","25","20","59","76","0","36"
"fdUjUeOYhd","CpJoS","8","99","16","71","88","56"
"H4CQBVnxK6","mNmZx","29","41","66","56","1","38"
"gTC4qm77tq","Hmkun","69","66","22","14","98","53"
"4op9sFWoZq","3mTJU","11","94","64","77","85","66"
"kV5UcRPAUK","FC24M","80","82","13","55","18","49"
"Hr1Y4vuDEo","IhtIt","55","22","42","29","11","31"
"bMNoeqHxrU","qrWI7","41","63","47","26","22","39"
"hhJK5VZsC7","qE7XR","57","86","29","62","86","64"
"fx5KH2UVfT","ndz6c","93","76","99","73","59","80"
"nfvImipsN2","6b3KJ","56","74","60","4","82","55"
"Zhb6NflQE4","tEq7q","15","12","28","98","90","48"
"kasbbbjZZN","xzzoT","51","34","14","84","93","55"
"p5Uoh9lBz0","W6DJ5","55","18","37","65","85","52"
"zFFPeLRzkR","dYLnx","43","3","23","48","60","35"
"53fLKclpHD","Btx1z","16","91","33","4","0","28"
"3mg2Hfnkg3","Zga4A","48","85","71","82","29","63"
"VO0AglCchq","AFWtQ","89","85","38","71","62","69"
"NgvZYYl0x9","jrRBj","50","100","59","72","37","63"
"B9T9iyzZZs","S1Wdp","77","94","25","71","78","69"
"OcSy6DKgoh","U9fxJ","99","17","7","46","11","36"
"6zQ0DmKWBp","M7IMg","66","95","54","75","93","76"
"TctqRpBncH","Okf0q","66","46","87","17","62","55"
"29ptJlfVjh","pzEPQ","46","66","43","55","44","50"
"gADc498m0c","dvZ2P","30","14","31","84","74","46"
"E0Gn9j7dPZ","U0MHU","56","31","7","18","78","38"
"Gv1YG6GjHo","QnhI6","35","9","74","74","42","46"
"B6KuCIlGEr","BqnFM","43","73","36","41","45","47"
"IUWUCuqj6k","d40I3","41","25","89","46","10","42"
"X8YtJPYB8r","Jd4qs","41","24","96","18","73","50"
"nsBZhTAdRf","vYunZ","96","46","40","70","92","68"
"27ChOpUXpG","oRUgz","4","49","93","66","93","61"
"dmmqyLstXO","SP486","45","78","80","52","94","69"
"Yr08hZbO3L","m5eHR","61","35","12","65","68","48"
"lbuUo7MlrE","Y424X","1","82","35","94","76","57"
"bRbYaRT60P","AWqyd","73","91","29","31","49","54"
"pCJspUWnC6","y5OZo","24","94","77","71","5","54"
"7r3s8MS5ts","5ZA17","11","7","56","26","52","30"
"miNyita9xZ","9Fbgr","71","18","66","97","96","69"
"WCAfTy68Hz","RzO3P","85","25","72","72","34","57"
"9PGUtvXnP4","hLFcn","42","42","13","0","38","27"
"XPR4SffznI","C50U4","78","25","54","21","13","38"
"iLfWU9Q5jZ","yDtM3","18","2","7","20","69","23"
"6hLJJHHYSd","OxRUQ","99","20","91","97","73","76"
"C8rTr6MhuV","GAK5Y","61","97","83","10","20","54"
"K1DkBgkWVC","fEyQI","27","32","66","7","13","29"
"rLo4z4ou5S","t3SKL","23","30","50","3","57","32"
"r1jWKxCkGt","YEClx","20","72","32","88","67","55"
"vrYR8Ra7uA","bV108","11","36","98","78","0","44"
"KpiKKXPipL","ulKfx","22","57","15","41","94","45"
"2Ru8nJ27nq","p2yxk","67","10","36","19","80","42"
"NIPs4ICXTc","tZxPn","69","35","11","74","3","38"
"FD7vQ82W6S","2pm0M","77","46","63","82","66","66"
"CNopjAVcE8","sdteu","4","4","91","43","76","43"
"y1ACeSdxn6","LNRPk","20","62","36","87","84","57"
"j1SyZemgi7","22EVF","38","36","91","63","91","63"
"v3vPQ3zJMa","J5TZv","28","63","17","4","10","24"
"jD6pGnfN04","SAVlQ","0","53","77","41","76","49"
"9aDTaL1mCH","SoKrl","95","72","8","19","93","57"
"KuJN9J0yfH","m9NDN","4","14","16","47","32","22"
"gEjMj0AevO","QlfRW","70","19","83","76","43","58"
"cBUuDGIl1J","LHQYH","91","8","60","19","10","37"
"1rDNMt7lHb","nNprQ","38","88","3","39","15","36"
"U7Hub7NsKO","YQGA2","26","57","59","67","21","46"
"Q5ugzkCaAY","MyccK","38","37","72","33","49","45"
"DMvzcTxJFy","KeSYp","99","77","55","39","36","61"
"HTLyHGA7yh","HlsYc","2","72","47","33","39","38"
"6R4UgBh5DC","tl3xZ","89","64","99","48","84","76"
"pBlOGN65Nq","xmZVg","6","13","22","28","77","29"
"LbmuKZbm6d","8BkNO","55","86","14","75","64","58"
"g5GEagY0z0","XOdqo","53","87","71","79","66","71"
"TKVcf7tpqf","62HRd","40","98","7","97","30","54"
"NZdhpgdFeE","tIatV","52","56","78","37","96","63"
"R1hMyMx1cH","v5YP0","77","24","60","14","9","36"
"L7AfNRCkeU","7IAdR","51","42","24","0","50","33"
"BXiqD7C6iH","U8CkW","78","69","95","71","67","76"
"tdCtCdPNrK","nucY4","27","20","95","25","68","47"
"MdSqVvIaoC","4Ldjf","12","38","86","78","24","47"
"glFrdS0VNq","td00W","69","78","25","6","77","51"
"ilg37LV1qu","7eRQF","21","6","39","6","7","15"
"s2zLJpgZ4V","4YsUQ","80","85","5","16","93","55"
"ZFWNQuqdxL","Bfism","10","39","92","0","57","39"
"hKh39pk4iZ","gqbpD","95","4","4","51","30","36"
"B8xB8lUOHE","3bLtW","35","64","80","20","49","49"
"FtcuSo7B5H","yOYOg","94","33","95","16","73","62"
"HKJCO0WbO8","8j168","59","65","92","29","0","49"
"IQp8d2fAKZ","O4ylP","56","78","77","80","11","60"
"JSNKIsJhTg","nMHq8","47","7","2","68","51","35"
"hdLC9bGhhs","PRHtl","76","76","41","37","40","54"
"BEcTB3kkRU","ffiyj","38","60","45","95","64","60"
"bnXi72InsD","HJJGV","39","39","11","98","52","47"
"xBDFq12WZz","UC9m9","98","40","81","82","66","73"
"DIHRoOCvt6","5Dq6E","51","73","69","73","11","55"
"LO58XCEcVQ","10n1v","45","10","65","87","32","47"
"5yaCMJ4iQN","roNvP","27","84","34","20","63","45"
"OpeKVbVaZr","t4AFn","5","11","17","53","87","34"
"Stjj9Zl0YN","tlf3D","20","5","68","89","9","38"
"YiUonFdJ2U","DnSiU","42","88","52","2","58","48"
"HL6dDfbd6z","jCi1k","28","90","17","54","87","55"
"r8yx7gkL2v","KilTp","56","62","28","13","40","39"
"nUnx3DprGO","sZFux","15","39","16","53","98","44"
"jiTzKBPvt9","GFhQC","65","54","3","14","24","32"
"eh9FYmWupQ","uOkz7","32","86","11","47","90","53"
"1gm5cgATTL","Sctq4","97","52","37","39","100","65"
"XhkODBH5xE","GxcC2","19","41","79","75","93","61"
"knSATD8p8R","7sDdW","58","79","46","96","57","67"
"XdqPuOANbE","sqaCO","47","76","59","78","47","61"
"0eQClCjsEr","1HFbf","71","22","17","69","38","43"
"tlvlj9Cuz4","frOPv","90","91","7","2","90","56"
"b6XSooVf9U","Q0m3s","75","10","46","66","0","39"
"2lxMJtA3Cs","Qa4UO","75","98","54","21","78","65"
"FXNn6tEb4T","0JRnY","50","48","28","43","4","34"
"JbUpULbqfu","OpByZ","35","33","10","17","63","31"
"uggH1BzBqm","UDq6I","0","64","45","3","39","30"
"NrSYTol2ql","fUCid","57","46","80","35","64","56"
"spB1AdFDUj","uJgFf","5","15","10","44","44","23"
"pqXenz4Avg","U3qOC","5","45","35","82","77","48"
"kunGoTm2xu","CFF1P","37","61","71","77","92","67"
"nnAvpqiTO0","JP9Xt","64","19","95","35","28","48"
"5QO6dr59VE","xLV3i","80","94","76","78","34","72"
"nVSdU8kD5k","36Vx7","33","28","4","98","75","47"
"Bv1krP7hnL","QybdU","20","90","69","28","40","49"
"VBVL5EYnGF","bfWg6","56","45","96","93","87","75"
"7KoYzhr1Xp","B3yms","93","35","51","41","67","57"
"cM2CtZpanL","8yaKx","84","12","84","7","80","53"
"OKbJ2YrNlk","yoqjc","88","12","21","97","41","51"
"jA8XKBsZ1T","pJc07","83","17","30","11","68","41"
"cFE5lbe5yu","Rk7lr","56","66","17","36","52","45"
